N,Bias_a,Bias_v,Bias_t,SE_a,SE_v,SE_t
40,0.869721,-0.510422,-0.706433,0.756414,0.260531,0.499047
40,-1.050216,2.317153,0.395690,1.102953,5.369196,0.156570
40,-0.176421,0.238684,0.067863,0.031124,0.056970,0.004605
40,-0.416015,3.337575,0.112874,0.173069,11.139406,0.012741
40,0.558475,-0.265300,-0.356014,0.311894,0.070384,0.126746
40,-0.323720,0.561767,0.186274,0.104795,0.315582,0.034698
40,-0.343929,6.332806,0.069631,0.118287,40.104434,0.004848
40,-0.318992,1.997147,0.057642,0.101756,3.988595,0.003323
40,-0.263138,0.367215,0.252906,0.069242,0.134847,0.063961
40,-0.380850,0.436675,0.295388,0.145047,0.190685,0.087254
40,0.042556,0.150995,0.023852,0.001811,0.022799,0.000569
40,-0.089426,0.033228,0.114012,0.007997,0.001104,0.012999
40,-0.039819,0.420833,0.024090,0.001586,0.177100,0.000580
40,0.170699,0.060484,-0.188855,0.029138,0.003658,0.035666
40,-0.542206,0.265469,0.193566,0.293987,0.070474,0.037468
40,-0.548785,1.337221,0.247850,0.301164,1.788160,0.061430
40,0.418336,-0.711323,-0.227103,0.175005,0.505981,0.051576
40,0.100132,0.098736,-0.026670,0.010026,0.009749,0.000711
40,0.362634,-0.426695,-0.228175,0.131504,0.182069,0.052064
40,-0.625152,0.676720,0.249323,0.390815,0.457950,0.062162
40,-0.543313,0.773163,0.356850,0.295189,0.597781,0.127342
40,-0.636449,0.629355,0.324427,0.405067,0.396088,0.105253
40,-0.698309,2.122129,0.312811,0.487636,4.503431,0.097851
40,-0.214405,0.847826,0.160618,0.045970,0.718809,0.025798
40,-0.317830,0.275310,0.075409,0.101016,0.075796,0.005686
40,0.569490,-0.703524,-0.545153,0.324319,0.494945,0.297192
40,-0.267155,-0.210615,0.211590,0.071372,0.044359,0.044770
40,-0.633242,1.053567,0.276008,0.400996,1.110004,0.076180
40,0.067543,-0.289285,-0.008620,0.004562,0.083686,0.000074
40,-0.043210,0.052962,0.004308,0.001867,0.002805,0.000019
40,1.885716,-0.680032,-1.399099,3.555925,0.462444,1.957479
40,-0.322106,0.896042,0.113714,0.103752,0.802890,0.012931
40,0.530724,-0.334801,-0.349437,0.281668,0.112092,0.122106
40,0.367001,-0.012284,-0.187586,0.134690,0.000151,0.035189
40,-0.700382,-0.078822,0.230226,0.490535,0.006213,0.053004
40,3.613119,-1.152565,-5.074345,13.054628,1.328406,25.748973
40,-0.179645,0.391275,0.059242,0.032272,0.153096,0.003510
40,0.436926,-0.275188,-0.337469,0.190904,0.075728,0.113885
40,0.914746,-1.457914,-0.456351,0.836759,2.125513,0.208256
40,0.858431,-0.173770,-0.844121,0.736904,0.030196,0.712541
40,-0.347285,0.905328,0.183800,0.120607,0.819618,0.033783
40,-0.711317,0.618458,0.343743,0.505972,0.382490,0.118159
40,0.028053,0.268671,0.019082,0.000787,0.072184,0.000364
40,0.155979,-0.163344,-0.242657,0.024329,0.026681,0.058883
40,1.070644,-0.539484,-0.891540,1.146279,0.291043,0.794844
40,-0.550883,1.178061,0.340039,0.303472,1.387829,0.115626
40,0.099154,-0.056455,-0.053934,0.009832,0.003187,0.002909
40,-0.484969,0.606313,0.261187,0.235195,0.367615,0.068219
40,0.311349,-0.573592,-0.166403,0.096938,0.329008,0.027690
40,-0.360773,0.920098,0.063293,0.130157,0.846581,0.004006
40,-0.535104,1.554494,0.105999,0.286336,2.416450,0.011236
40,0.228872,-0.061011,-0.181201,0.052382,0.003722,0.032834
40,0.348221,-0.452916,-0.426149,0.121258,0.205133,0.181603
40,-0.191509,0.524056,0.119034,0.036676,0.274634,0.014169
40,-0.377715,6.356359,0.075223,0.142669,40.403299,0.005658
40,0.317023,-0.123245,-0.181462,0.100503,0.015189,0.032929
40,-0.238946,1.446828,0.086305,0.057095,2.093313,0.007449
40,2.291310,-0.404566,-2.905333,5.250101,0.163674,8.440961
40,0.093155,-0.518250,-0.062782,0.008678,0.268583,0.003942
40,-0.059635,-0.212036,0.011397,0.003556,0.044959,0.000130
40,-0.226135,0.667400,0.207808,0.051137,0.445422,0.043184
40,-0.619229,0.880087,0.301962,0.383444,0.774554,0.091181
40,0.206365,0.058743,-0.060870,0.042587,0.003451,0.003705
40,-0.317248,1.381109,0.150192,0.100646,1.907461,0.022558
40,2.351992,-0.410310,-3.572607,5.531865,0.168354,12.763519
40,0.168185,-0.899673,-0.053596,0.028286,0.809411,0.002873
40,-0.095491,-0.775285,0.017222,0.009119,0.601066,0.000297
40,-0.120337,0.062926,0.010227,0.014481,0.003960,0.000105
40,-0.521057,3.170718,0.145659,0.271501,10.053451,0.021216
40,2.711401,-1.316583,-2.694017,7.351693,1.733392,7.257730
40,-0.016482,0.373766,0.004644,0.000272,0.139701,0.000022
40,-0.437488,0.815433,0.204525,0.191396,0.664931,0.041831
40,-0.107234,-0.132341,0.043858,0.011499,0.017514,0.001923
40,-0.235523,0.404988,0.132128,0.055471,0.164015,0.017458
40,0.018732,-0.053011,0.047236,0.000351,0.002810,0.002231
40,0.125651,0.056814,-0.067338,0.015788,0.003228,0.004534
40,-0.396613,3.286329,0.090942,0.157302,10.799961,0.008270
40,0.047255,-0.240156,-0.017380,0.002233,0.057675,0.000302
40,-0.504792,0.819842,0.260628,0.254815,0.672141,0.067927
40,0.200040,-0.424261,-0.175995,0.040016,0.179997,0.030974
40,0.624519,-0.246469,-0.522555,0.390024,0.060747,0.273064
40,-0.086757,0.204240,0.088007,0.007527,0.041714,0.007745
40,-0.377880,2.166054,0.090268,0.142793,4.691792,0.008148
40,-0.138757,0.837723,0.052857,0.019254,0.701780,0.002794
40,-0.541048,4.141141,0.135717,0.292733,17.149047,0.018419
40,-0.322846,0.421872,0.141183,0.104229,0.177976,0.019933
40,1.583650,-0.433174,-2.163090,2.507947,0.187640,4.678957
40,-1.262428,2.207054,0.488323,1.593726,4.871089,0.238459
40,-0.210944,-0.177010,-0.071992,0.044497,0.031333,0.005183
40,-0.411125,0.780580,0.304871,0.169023,0.609305,0.092946
40,-0.756249,2.185878,0.278044,0.571913,4.778061,0.077308
40,-0.690181,1.451391,0.245649,0.476350,2.106535,0.060343
40,-0.088927,-0.071703,-0.055993,0.007908,0.005141,0.003135
40,-0.219619,1.036508,0.124595,0.048233,1.074348,0.015524
40,-0.736837,0.796517,0.301259,0.542929,0.634440,0.090757
40,-0.180861,1.030806,0.118912,0.032711,1.062561,0.014140
40,0.365507,-0.475737,-0.217127,0.133595,0.226326,0.047144
40,-0.425597,2.538568,0.087431,0.181133,6.444328,0.007644
40,0.241816,0.016476,-0.092414,0.058475,0.000271,0.008540
40,2.625770,-0.622776,-3.651802,6.894669,0.387850,13.335660
40,-0.561059,0.834914,0.381925,0.314787,0.697082,0.145867
40,1.332476,-0.567092,-0.839109,1.775493,0.321593,0.704103
40,0.089822,-0.518952,-0.056182,0.008068,0.269312,0.003156
40,-0.697883,1.398403,0.306370,0.487041,1.955531,0.093862
40,-0.545028,1.703500,0.193153,0.297055,2.901912,0.037308
40,-0.222689,0.186153,0.070796,0.049590,0.034653,0.005012
40,-0.357081,2.239320,0.081936,0.127507,5.014552,0.006714
40,-0.521631,1.755803,0.173092,0.272098,3.082843,0.029961
40,-0.802764,0.837589,0.232346,0.644429,0.701555,0.053985
40,-0.474071,2.452633,0.194880,0.224743,6.015408,0.037978
40,-0.832113,1.479805,0.402304,0.692411,2.189823,0.161848
40,-0.555992,4.293156,0.202734,0.309127,18.431189,0.041101
40,0.104781,-0.640915,-0.186332,0.010979,0.410772,0.034720
40,0.118516,-0.610097,-0.028608,0.014046,0.372218,0.000818
40,1.927425,-0.462264,-1.881167,3.714969,0.213688,3.538789
40,0.001456,0.243483,-0.004928,0.000002,0.059284,0.000024
40,-0.245092,-0.162622,-0.007273,0.060070,0.026446,0.000053
40,0.653597,-0.164074,-0.580861,0.427190,0.026920,0.337399
40,-0.081582,-0.341761,-0.028224,0.006656,0.116800,0.000797
40,-0.627331,5.609286,0.194974,0.393544,31.464089,0.038015
40,1.076911,-0.461981,-1.183023,1.159737,0.213426,1.399542
40,-0.758108,2.103815,0.310395,0.574728,4.426038,0.096345
40,-0.169896,0.904992,0.077880,0.028865,0.819011,0.006065
40,0.073447,-0.285466,-0.063968,0.005394,0.081491,0.004092
40,-0.565182,3.049072,0.210950,0.319431,9.296841,0.044500
40,0.703334,-0.535871,-0.557212,0.494679,0.287157,0.310485
40,-0.399614,0.321573,0.182212,0.159692,0.103409,0.033201
40,-0.100190,0.403112,0.055483,0.010038,0.162499,0.003078
40,-0.416033,1.320572,0.114965,0.173083,1.743912,0.013217
40,1.741131,-0.446592,-1.546559,3.031538,0.199444,2.391846
40,-0.031457,-0.225255,-0.023339,0.000990,0.050740,0.000545
40,1.057609,-0.554562,-0.956376,1.118537,0.307539,0.914655
40,-0.188836,0.060192,0.025559,0.035659,0.003623,0.000653
40,1.011324,-0.594845,-1.002572,1.022777,0.353841,1.005150
40,-0.131874,0.681367,0.083737,0.017391,0.464261,0.007012
40,-0.228303,-0.258542,0.099590,0.052122,0.066844,0.009918
40,-0.570465,1.250773,0.262590,0.325430,1.564432,0.068954
40,-0.494872,0.666353,0.203743,0.244899,0.444027,0.041511
40,0.051009,0.032017,-0.015355,0.002602,0.001025,0.000236
40,0.035179,0.181033,-0.001187,0.001238,0.032773,0.000001
40,-0.482120,2.737458,0.171805,0.232440,7.493676,0.029517
40,-0.372106,1.260438,0.125065,0.138463,1.588704,0.015641
40,-0.196030,-0.044140,0.045213,0.038428,0.001948,0.002044
40,-0.154412,1.133855,0.041879,0.023843,1.285628,0.001754
40,-0.174651,-0.277975,0.133554,0.030503,0.077270,0.017837
40,2.135609,-0.557544,-2.503998,4.560825,0.310856,6.270007
40,-0.588272,0.544776,0.287376,0.346063,0.296781,0.082585
40,0.397156,-0.225661,-0.294310,0.157733,0.050923,0.086618
40,0.203511,-0.661929,-0.103030,0.041417,0.438151,0.010615
40,-0.192725,0.368121,0.050839,0.037143,0.135513,0.002585
40,0.181824,-1.034125,-0.088036,0.033060,1.069414,0.007750
40,-0.180741,0.370325,0.036894,0.032667,0.137141,0.001361
40,0.452896,-0.675964,-0.210251,0.205115,0.456928,0.044205
40,0.178608,-0.032828,-0.163846,0.031901,0.001078,0.026845
40,-0.520996,2.361788,0.215169,0.271437,5.578041,0.046298
40,-0.476082,1.707534,0.154859,0.226654,2.915673,0.023981
40,1.394111,-0.450767,-1.904236,1.943545,0.203191,3.626114
40,-0.868210,0.509229,0.384049,0.753788,0.259314,0.147494
40,-0.330355,2.108308,0.083884,0.109134,4.444964,0.007037
40,-0.400709,1.850293,0.209142,0.160568,3.423584,0.043740
40,-0.246474,1.033026,0.084883,0.060749,1.067142,0.007205
40,-0.072050,0.059003,0.016133,0.005191,0.003481,0.000260
40,-0.676961,3.214844,0.192695,0.458276,10.335224,0.037132
40,-0.280524,1.452309,0.059817,0.078694,2.109201,0.003578
40,-1.032135,2.066565,0.380988,1.065303,4.270692,0.145152
40,0.309106,-0.431126,-0.178577,0.095547,0.185869,0.031890
40,-0.614660,1.106410,0.172191,0.377807,1.224142,0.029650
40,2.821266,-0.548934,-4.270778,7.959544,0.301328,18.239541
40,-0.391101,0.003163,0.105895,0.152960,0.000010,0.011214
40,0.011722,-0.055476,-0.022233,0.000137,0.003078,0.000494
40,0.137649,0.008039,-0.032972,0.018947,0.000065,0.001087
40,-0.203741,0.403619,0.056701,0.041511,0.162908,0.003215
40,-0.554810,1.639436,0.220686,0.307814,2.687749,0.048702
40,-0.470973,0.879111,0.282997,0.221815,0.772837,0.080088
40,0.965538,-0.263916,-0.885288,0.932263,0.069652,0.783734
40,-0.042269,-0.118213,0.024367,0.001787,0.013974,0.000594
40,-0.356728,0.866351,0.397859,0.127255,0.750564,0.158292
40,0.118041,0.075739,-0.010165,0.013934,0.005736,0.000103
40,-0.541088,0.482300,0.284721,0.292776,0.232613,0.081066
40,-0.477660,3.113920,0.117807,0.228159,9.696497,0.013878
40,-0.348325,1.088007,0.104808,0.121330,1.183759,0.010985
40,-0.520105,2.743490,0.192059,0.270509,7.526738,0.036887
40,-0.855322,3.821786,0.303846,0.731575,14.606047,0.092323
40,-0.251552,0.084062,0.101178,0.063278,0.007066,0.010237
40,-0.222028,0.295675,0.085871,0.049296,0.087424,0.007374
40,-0.271421,2.930867,0.045517,0.073669,8.589983,0.002072
40,-0.865210,1.033394,0.274894,0.748589,1.067903,0.075567
40,0.431500,-0.184001,-0.358183,0.186192,0.033856,0.128295
40,-0.492137,1.670660,0.132073,0.242199,2.791105,0.017443
40,-0.315093,2.450463,0.056750,0.099283,6.004769,0.003221
40,-0.343234,2.245351,0.074356,0.117809,5.041603,0.005529
40,1.307979,-0.354408,-1.485773,1.710810,0.125605,2.207521
40,-0.515296,3.051214,0.121146,0.265530,9.309908,0.014676
40,-0.315244,1.666697,0.057016,0.099379,2.777878,0.003251
40,3.251392,-0.713092,-4.153384,10.571547,0.508501,17.250596
40,-0.455067,2.966288,0.122442,0.207086,8.798862,0.014992
40,-0.427116,0.781597,0.286380,0.182428,0.610894,0.082014
40,0.724029,-0.420587,-0.492893,0.524218,0.176894,0.242944
40,-0.096060,-0.095261,-0.011629,0.009228,0.009075,0.000135
40,-0.165430,0.313262,0.132550,0.027367,0.098133,0.017569
40,-0.270293,3.450714,0.069926,0.073058,11.907425,0.004890
40,-0.171390,0.493641,0.110375,0.029375,0.243682,0.012183
40,-0.947183,1.103147,0.427095,0.897155,1.216933,0.182410
40,-0.168033,-0.571823,-0.040813,0.028235,0.326981,0.001666
40,-0.610641,0.915677,0.339573,0.372882,0.838464,0.115310
40,-0.659350,1.572919,0.278125,0.434742,2.474074,0.077354
40,-0.172902,-0.101522,0.044707,0.029895,0.010307,0.001999
40,-0.335360,5.850108,0.052780,0.112467,34.223765,0.002786
40,-0.152821,0.105680,0.051228,0.023354,0.011168,0.002624
40,-0.023152,0.012774,0.026382,0.000536,0.000163,0.000696
40,-0.516111,1.578479,0.238123,0.266371,2.491597,0.056703
40,0.017725,0.119741,0.017933,0.000314,0.014338,0.000322
40,-0.438165,0.608150,0.242937,0.191988,0.369846,0.059018
40,0.402667,-0.337796,-0.222270,0.162141,0.114106,0.049404
40,0.192733,0.093740,-0.119442,0.037146,0.008787,0.014266
40,-0.015329,0.140517,-0.006516,0.000235,0.019745,0.000042
40,-0.034856,-0.400662,0.048036,0.001215,0.160530,0.002307
40,-0.631725,1.073547,0.260221,0.399077,1.152504,0.067715
40,-0.706631,3.137016,0.215120,0.499327,9.840867,0.046277
40,-0.151879,0.272665,0.136838,0.023067,0.074346,0.018725
40,-0.678326,0.740659,0.328694,0.460127,0.548576,0.108040
40,-0.462957,2.095467,0.134174,0.214330,4.390983,0.018003
40,0.520202,-0.498121,-0.438776,0.270610,0.248125,0.192525
40,-0.509655,1.556889,0.172460,0.259748,2.423904,0.029742
40,-0.403453,1.530434,0.110928,0.162774,2.342227,0.012305
40,-0.010900,-0.513510,-0.009747,0.000119,0.263693,0.000095
40,0.443026,-0.247983,-0.257820,0.196272,0.061496,0.066471
40,-0.357454,2.173940,0.172690,0.127773,4.726017,0.029822
40,-0.531697,0.960458,0.222112,0.282702,0.922480,0.049334
40,0.146440,0.138903,0.073028,0.021445,0.019294,0.005333
40,0.226256,-0.333901,-0.210298,0.051192,0.111490,0.044225
40,-0.061514,0.683894,0.027140,0.003784,0.467711,0.000737
40,0.497936,-0.336175,-0.561613,0.247940,0.113013,0.315409
40,1.831638,-0.697368,-2.608042,3.354899,0.486323,6.801882
40,0.196347,0.006587,-0.020869,0.038552,0.000043,0.000436
40,0.942594,-0.973302,-0.478776,0.888484,0.947316,0.229227
40,-0.190208,0.801368,0.029917,0.036179,0.642190,0.000895
40,0.185782,-0.343068,-0.091038,0.034515,0.117696,0.008288
40,-0.173485,0.351974,0.138872,0.030097,0.123886,0.019285
40,-0.555703,3.761067,0.275094,0.308805,14.145628,0.075677
40,1.606480,-0.430469,-1.728976,2.580779,0.185303,2.989358
40,-0.125689,-0.146129,0.041389,0.015798,0.021354,0.001713
40,-0.481169,3.487035,0.193561,0.231524,12.159410,0.037466
40,0.349793,-0.111566,-0.161677,0.122355,0.012447,0.026139
40,-0.480068,1.546829,0.319855,0.230465,2.392680,0.102307
40,1.018298,-0.369041,-0.638425,1.036932,0.136192,0.407587
40,2.863186,-0.459976,-3.379059,8.197835,0.211578,11.418043
40,-0.677333,1.315847,0.352967,0.458780,1.731453,0.124586
40,-0.153803,0.623945,0.024101,0.023655,0.389308,0.000581
40,1.039640,-1.220880,-0.680415,1.080852,1.490547,0.462965
40,0.204795,0.084774,-0.056649,0.041941,0.007187,0.003209
40,-0.250175,1.326801,0.067027,0.062588,1.760402,0.004493
40,-0.865960,1.251776,0.426227,0.749888,1.566942,0.181670
40,0.473599,-0.435169,-0.373062,0.224296,0.189372,0.139175
40,-0.872347,3.020503,0.347851,0.760989,9.123436,0.121000
40,-0.228256,2.275079,0.058579,0.052101,5.175983,0.003431
40,-0.430144,1.173839,0.149345,0.185024,1.377899,0.022304
40,-0.576915,1.089868,0.280040,0.332830,1.187811,0.078422
40,-0.468941,0.782560,0.432279,0.219906,0.612401,0.186865
40,-0.451149,1.220153,0.210862,0.203535,1.488773,0.044463
40,-0.145006,0.295620,0.029603,0.021027,0.087391,0.000876
40,4.504637,-0.917918,-6.682248,20.291758,0.842574,44.652440
40,-0.345545,1.859517,0.077722,0.119402,3.457804,0.006041
40,-0.611301,0.120038,0.173791,0.373689,0.014409,0.030203
40,-0.352338,3.428078,0.070607,0.124142,11.751722,0.004985
40,0.048576,-0.627611,-0.005543,0.002360,0.393896,0.000031
40,-0.153392,0.592565,0.231341,0.023529,0.351133,0.053518
40,-0.095402,0.883324,0.059178,0.009102,0.780262,0.003502
40,-0.561920,1.336336,0.163474,0.315754,1.785794,0.026724
40,-0.326041,1.193810,0.071131,0.106303,1.425181,0.005060
40,-0.751784,1.006419,0.228127,0.565180,1.012880,0.052042
40,-0.746595,1.521340,0.311497,0.557405,2.314476,0.097030
40,-0.459170,0.287366,0.147891,0.210837,0.082579,0.021872
40,2.009601,-0.572462,-1.553282,4.038495,0.327713,2.412686
40,-0.924526,2.975030,0.341863,0.854748,8.850801,0.116870
40,-0.531990,0.054991,0.284957,0.283013,0.003024,0.081201
40,-0.661344,0.283731,0.256310,0.437376,0.080504,0.065695
40,-0.128793,0.257364,0.044737,0.016588,0.066236,0.002001
40,-0.948352,3.432027,0.361161,0.899372,11.778808,0.130437
40,-0.528724,2.290245,0.292746,0.279549,5.245220,0.085700
40,-0.538697,2.253501,0.156918,0.290194,5.078267,0.024623
40,1.028515,-0.288659,-1.219778,1.057844,0.083324,1.487858
40,0.669746,-0.210851,-0.473510,0.448560,0.044458,0.224212
40,-0.381957,1.329913,0.086695,0.145891,1.768667,0.007516
40,-0.157581,0.842015,0.059320,0.024832,0.708990,0.003519
40,-0.326963,2.320643,0.094748,0.106905,5.385385,0.008977
40,0.458703,-0.371838,-0.229612,0.210409,0.138263,0.052722
40,-0.228368,-0.148662,0.107137,0.052152,0.022100,0.011478
40,-0.375554,1.851961,0.118083,0.141041,3.429758,0.013944
40,-0.741925,1.827953,0.286044,0.550453,3.341413,0.081821
40,-0.282326,2.019163,0.055928,0.079708,4.077021,0.003128
40,-0.162479,1.058575,0.083456,0.026399,1.120582,0.006965
40,-0.482013,3.814389,0.103724,0.232337,14.549560,0.010759
40,-0.755393,0.847405,0.276201,0.570619,0.718094,0.076287
40,-0.189537,0.838017,0.041763,0.035924,0.702273,0.001744
40,0.051642,-0.253279,-0.020944,0.002667,0.064150,0.000439
40,-0.889371,1.841425,0.395692,0.790981,3.390844,0.156572
40,0.232676,-0.070814,-0.072847,0.054138,0.005015,0.005307
40,-0.673360,2.412047,0.259883,0.453414,5.817969,0.067539
40,-0.182492,1.618982,0.043554,0.033303,2.621101,0.001897
40,0.183140,0.146062,-0.134568,0.033540,0.021334,0.018109
40,-0.016205,0.296741,0.014703,0.000263,0.088055,0.000216
40,-0.514586,0.680476,0.194415,0.264799,0.463047,0.037797
40,-0.518339,2.266893,0.291703,0.268675,5.138805,0.085091
40,-0.775686,3.318518,0.244873,0.601689,11.012561,0.059963
40,2.150749,-0.577955,-2.062739,4.625720,0.334032,4.254894
40,1.243233,-0.542597,-1.334921,1.545627,0.294411,1.782014
40,0.594926,-0.579695,-0.412411,0.353936,0.336046,0.170083
40,2.766525,-0.901778,-2.772543,7.653663,0.813204,7.686995
40,-0.654299,2.812114,0.259933,0.428108,7.907987,0.067565
40,-0.398006,4.748113,0.081470,0.158408,22.544576,0.006637
40,-0.448024,0.893025,0.295756,0.200725,0.797494,0.087472
40,-0.408589,0.520137,0.339890,0.166945,0.270543,0.115525
40,-0.195011,0.519340,0.135383,0.038029,0.269714,0.018329
40,-0.168880,0.723646,0.075518,0.028520,0.523663,0.005703
40,0.327814,-0.507492,-0.158272,0.107462,0.257548,0.025050
40,0.819495,-0.660452,-0.508806,0.671571,0.436197,0.258884
40,-0.257266,0.685314,0.108272,0.066186,0.469656,0.011723
40,-0.703048,1.644986,0.313429,0.494277,2.705978,0.098238
40,-0.243225,0.299988,0.102661,0.059158,0.089993,0.010539
40,0.729550,-0.462307,-0.601881,0.532244,0.213727,0.362260
40,-0.247601,0.229845,0.103163,0.061306,0.052829,0.010643
40,0.086481,-0.178317,-0.034459,0.007479,0.031797,0.001187
40,-0.023624,0.503322,0.044289,0.000558,0.253333,0.001962
40,-0.599634,1.422075,0.263230,0.359561,2.022298,0.069290
40,-0.348944,1.154604,0.091971,0.121762,1.333110,0.008459
40,14.065215,-0.489126,-61.110506,197.830275,0.239245,3734.493972
40,-0.263454,0.917128,0.045207,0.069408,0.841125,0.002044
40,1.518528,-0.445140,-1.478204,2.305928,0.198150,2.185087
40,0.100693,0.053501,-0.043905,0.010139,0.002862,0.001928
40,-0.335291,0.135296,0.066343,0.112420,0.018305,0.004401
40,0.693979,0.063858,-0.607137,0.481607,0.004078,0.368615
40,-0.223996,-0.025496,0.158438,0.050174,0.000650,0.025103
40,0.658114,-0.473648,-0.869611,0.433114,0.224342,0.756224
40,-0.319556,1.290950,0.354748,0.102116,1.666552,0.125846
40,1.496491,-0.498809,-1.297118,2.239484,0.248811,1.682516
40,0.218924,-0.032098,-0.124165,0.047928,0.001030,0.015417
40,0.174456,-0.219552,-0.130165,0.030435,0.048203,0.016943
40,-0.320229,0.255079,0.157603,0.102547,0.065065,0.024839
40,-0.361511,0.693283,0.339706,0.130690,0.480641,0.115400
40,-0.434924,1.423825,0.265845,0.189159,2.027277,0.070674
40,-0.621104,2.458836,0.246649,0.385770,6.045876,0.060836
40,-0.026060,-0.170409,0.028634,0.000679,0.029039,0.000820
40,-0.155082,-0.208327,0.010046,0.024051,0.043400,0.000101
40,-0.424749,1.210180,0.282648,0.180412,1.464536,0.079890
40,-0.275653,0.466102,0.087247,0.075985,0.217251,0.007612
40,0.476654,-1.038569,-0.236522,0.227199,1.078626,0.055943
40,-0.170586,-0.453791,0.061949,0.029100,0.205926,0.003838
40,-0.434647,1.312207,0.355721,0.188918,1.721887,0.126537
40,0.307325,-0.212210,-0.154086,0.094448,0.045033,0.023742
40,-0.049649,-0.146491,0.005473,0.002465,0.021460,0.000030
40,1.068158,-0.158673,-1.172586,1.140963,0.025177,1.374958
40,-0.142204,0.292861,0.030891,0.020222,0.085768,0.000954
40,-0.250154,1.625414,0.052833,0.062577,2.641972,0.002791
40,0.924083,-0.712675,-0.864381,0.853930,0.507906,0.747155
40,0.283638,-0.092870,-0.171063,0.080451,0.008625,0.029262
40,-0.113211,0.044421,-0.016643,0.012817,0.001973,0.000277
40,-0.581133,2.928960,0.135008,0.337715,8.578808,0.018227
40,0.059414,-0.170804,-0.122741,0.003530,0.029174,0.015065
40,-0.480459,0.885807,0.176972,0.230841,0.784654,0.031319
40,0.558476,-0.417068,-0.324206,0.311895,0.173946,0.105110
40,1.301284,-0.372847,-0.911418,1.693339,0.139015,0.830683
40,-0.299773,1.576133,0.139083,0.089864,2.484194,0.019344
40,0.482039,-0.781283,-0.258128,0.232362,0.610402,0.066630
40,0.359867,-0.136142,-0.138562,0.129504,0.018535,0.019199
40,-0.157761,0.092218,0.057737,0.024889,0.008504,0.003334
40,-0.322612,0.256411,0.117540,0.104078,0.065747,0.013816
40,-0.553712,1.202968,0.254058,0.306598,1.447133,0.064546
40,1.300989,-0.270425,-1.168266,1.692573,0.073130,1.364846
40,-0.313823,0.467379,0.105668,0.098485,0.218443,0.011166
40,-0.810027,2.072788,0.329402,0.656144,4.296449,0.108506
40,1.284848,-0.265078,-1.293545,1.650834,0.070266,1.673258
40,-0.572602,1.994479,0.207220,0.327873,3.977948,0.042940
40,-0.280826,1.188940,0.081910,0.078863,1.413578,0.006709
40,-0.330688,0.663189,0.113070,0.109354,0.439820,0.012785
40,1.512116,-0.206820,-1.762190,2.286495,0.042775,3.105314
40,0.290768,-0.559257,-0.218505,0.084546,0.312769,0.047744
40,-0.883940,2.567444,0.272876,0.781350,6.591771,0.074461
40,-0.296190,1.805596,0.112624,0.087729,3.260176,0.012684
40,0.226282,-0.120584,-0.164661,0.051204,0.014541,0.027113
40,-0.780080,1.026444,0.276179,0.608525,1.053587,0.076275
40,-0.307077,2.376390,0.192891,0.094296,5.647227,0.037207
40,-0.338480,0.918176,0.106930,0.114569,0.843047,0.011434
40,0.434552,-0.409181,-0.466226,0.188835,0.167429,0.217367
40,0.209056,0.278571,-0.055964,0.043704,0.077602,0.003132
40,-0.200639,0.352620,0.130190,0.040256,0.124341,0.016949
40,0.106057,-0.302270,-0.209236,0.011248,0.091367,0.043780
40,-0.256239,0.770386,0.090251,0.065658,0.593495,0.008145
40,-0.122383,0.140826,0.021949,0.014978,0.019832,0.000482
40,-0.156887,0.463330,0.005568,0.024614,0.214674,0.000031
40,-0.630595,0.819700,0.210957,0.397650,0.671907,0.044503
40,1.619859,-0.401625,-2.089857,2.623942,0.161303,4.367504
40,-0.503092,2.042902,0.211926,0.253101,4.173450,0.044912
40,-0.274327,0.101407,0.144967,0.075255,0.010283,0.021015
40,0.111442,0.344403,-0.009472,0.012419,0.118613,0.000090
40,-0.299359,0.561048,0.126709,0.089616,0.314775,0.016055
40,1.575985,-0.399153,-1.693093,2.483730,0.159323,2.866565
40,-0.606484,4.384746,0.190114,0.367822,19.225999,0.036143
40,0.216980,-0.207611,-0.108295,0.047080,0.043102,0.011728
40,0.486114,-0.436048,-0.203865,0.236307,0.190138,0.041561
40,-0.468449,0.998161,0.168279,0.219445,0.996326,0.028318
40,-0.158725,-0.372423,0.037492,0.025194,0.138699,0.001406
40,0.370685,-0.230888,-0.157939,0.137408,0.053309,0.024945
40,0.904549,-0.301732,-0.590811,0.818209,0.091042,0.349058
40,-0.377552,1.927643,0.139453,0.142546,3.715809,0.019447
40,0.825367,-0.200576,-0.768781,0.681231,0.040231,0.591024
40,-0.313544,0.757156,0.230339,0.098310,0.573285,0.053056
40,0.488573,-0.456687,-0.403717,0.238704,0.208563,0.162987
40,-0.222248,0.354982,0.186855,0.049394,0.126012,0.034915
40,1.406564,-0.313616,-1.239592,1.978424,0.098355,1.536589
40,-0.157747,-0.169956,0.013807,0.024884,0.028885,0.000191
40,-0.197539,0.176007,0.064069,0.039022,0.030979,0.004105
40,-0.137861,0.250686,0.112996,0.019006,0.062844,0.012768
40,0.027555,0.339537,0.062179,0.000759,0.115286,0.003866
40,-0.391713,0.981936,0.127462,0.153439,0.964198,0.016247
40,-0.370895,1.913532,0.138154,0.137563,3.661606,0.019086
40,-0.174266,1.421441,0.042427,0.030368,2.020496,0.001800
40,-0.463349,1.816045,0.141808,0.214692,3.298021,0.020109
