N,Bias_a,Bias_v,Bias_t,SE_a,SE_v,SE_t
10,-0.103107,0.135508,0.111235,0.010631,0.018363,0.012373
10,0.331785,-1.411638,-0.150294,0.110081,1.992721,0.022588
10,-0.274615,1.633633,0.054282,0.075414,2.668757,0.002946
10,1.395140,-0.650244,-1.213467,1.946416,0.422818,1.472502
10,-0.695694,4.157535,0.070392,0.483991,17.285093,0.004955
10,-0.251314,1.846436,0.112094,0.063159,3.409326,0.012565
10,-0.287076,1.966399,0.043850,0.082413,3.866724,0.001923
10,-0.405232,8.374959,0.068429,0.164213,70.139943,0.004683
10,1.007663,-0.367259,-0.837210,1.015384,0.134879,0.700921
10,-0.445277,5.315815,0.085583,0.198272,28.257889,0.007324
10,-0.569365,-0.094617,0.359377,0.324177,0.008952,0.129152
10,-0.234833,0.140458,0.056049,0.055147,0.019729,0.003141
10,4.917054,-0.617319,-9.178556,24.177425,0.381083,84.245884
10,-0.520268,1.610947,0.155087,0.270679,2.595149,0.024052
10,0.196581,-1.009344,-0.476599,0.038644,1.018776,0.227146
10,-0.244791,1.157590,0.109252,0.059923,1.340014,0.011936
10,0.414252,-0.542577,-0.237186,0.171605,0.294390,0.056257
10,-0.336861,1.420678,0.149859,0.113476,2.018325,0.022458
10,-0.352237,2.463458,0.031251,0.124071,6.068623,0.000977
10,0.038859,0.016255,0.071738,0.001510,0.000264,0.005146
10,-1.037509,1.780293,0.543435,1.076426,3.169444,0.295321
10,-0.057864,-2.487267,-0.022146,0.003348,6.186498,0.000490
10,-0.556520,0.098950,0.075705,0.309714,0.009791,0.005731
10,2.227998,-0.305251,-3.729219,4.963977,0.093178,13.907076
10,1.487318,-0.787919,-1.324806,2.212114,0.620817,1.755110
10,0.080655,0.301805,-0.112819,0.006505,0.091086,0.012728
10,-0.198846,0.309515,0.021253,0.039540,0.095799,0.000452
10,0.189202,-0.019923,0.116618,0.035797,0.000397,0.013600
10,-0.416557,0.812154,0.206407,0.173520,0.659594,0.042604
10,0.358897,-0.338844,-0.171234,0.128807,0.114815,0.029321
10,-0.294285,0.990882,0.089583,0.086603,0.981848,0.008025
10,-0.390161,1.442495,0.087423,0.152226,2.080792,0.007643
10,-0.316044,5.626156,0.081114,0.099884,31.653626,0.006579
10,-0.219563,1.240941,0.062726,0.048208,1.539935,0.003935
10,-0.836660,-0.540421,0.182036,0.700000,0.292054,0.033137
10,0.225478,-0.069773,-0.045303,0.050840,0.004868,0.002052
10,0.279553,-0.990746,-0.091012,0.078150,0.981577,0.008283
10,-0.451941,1.408282,0.215353,0.204251,1.983257,0.046377
10,-0.565603,1.175288,0.195695,0.319907,1.381303,0.038296
10,-0.209060,-0.342947,0.024149,0.043706,0.117613,0.000583
10,0.136464,-1.888328,-0.052067,0.018622,3.565783,0.002711
10,0.154131,-0.631761,-0.052991,0.023756,0.399122,0.002808
10,1.347947,-1.179013,-1.241126,1.816962,1.390073,1.540394
10,-0.522696,1.548011,0.226336,0.273211,2.396339,0.051228
10,-0.172118,-0.155491,-0.052994,0.029625,0.024177,0.002808
10,-0.283500,-0.338811,0.093239,0.080372,0.114793,0.008694
10,-0.087801,-0.002087,-0.092315,0.007709,0.000004,0.008522
10,-0.299261,0.336592,0.101885,0.089557,0.113294,0.010381
10,-0.387351,1.608711,0.099169,0.150041,2.587952,0.009835
10,-0.162534,0.971661,0.251282,0.026417,0.944125,0.063143
10,0.654326,-0.870848,-0.536947,0.428143,0.758376,0.288312
10,-0.656799,0.558417,0.028700,0.431385,0.311830,0.000824
10,-0.323532,0.174698,-0.028658,0.104673,0.030520,0.000821
10,-0.598462,-1.670526,0.095705,0.358157,2.790656,0.009159
10,-0.253282,-0.201073,0.274312,0.064152,0.040430,0.075247
10,-0.258072,2.452826,0.083139,0.066601,6.016356,0.006912
10,-0.267065,-0.138355,0.104799,0.071324,0.019142,0.010983
10,-0.145510,-2.964825,0.047087,0.021173,8.790189,0.002217
10,1.221926,-0.132505,-0.943081,1.493102,0.017558,0.889401
10,2.515798,-0.447384,-2.936736,6.329241,0.200152,8.624417
10,0.552910,0.108278,-0.303158,0.305710,0.011724,0.091905
10,1.648208,-0.615965,-2.184469,2.716588,0.379413,4.771905
10,0.180656,-0.898545,-0.087602,0.032637,0.807382,0.007674
10,-0.229930,3.898943,0.049119,0.052868,15.201760,0.002413
10,-0.724790,1.420846,0.530647,0.525321,2.018802,0.281587
10,-0.247586,0.416461,0.168554,0.061299,0.173440,0.028411
10,0.810134,-1.216062,-0.490332,0.656318,1.478806,0.240425
10,0.004964,0.322800,-0.074684,0.000025,0.104200,0.005578
10,-0.378647,1.032051,0.099145,0.143374,1.065128,0.009830
10,-0.291055,-0.154514,0.035538,0.084713,0.023875,0.001263
10,-0.462868,1.567624,0.174724,0.214247,2.457445,0.030529
10,-0.502395,6.431264,0.186238,0.252401,41.361161,0.034685
10,0.187568,-0.028972,-0.069017,0.035182,0.000839,0.004763
10,-0.392749,1.744229,0.211862,0.154252,3.042334,0.044885
10,-0.419230,5.343023,0.190572,0.175754,28.547890,0.036318
10,-0.405561,2.779965,0.195516,0.164480,7.728205,0.038226
10,-0.086985,-0.403705,0.030726,0.007566,0.162978,0.000944
10,-0.513451,1.593858,0.146802,0.263632,2.540385,0.021551
10,0.459382,0.019145,-0.231921,0.211032,0.000367,0.053787
10,4.195325,-0.430247,-7.555227,17.600752,0.185112,57.081459
10,-0.465871,8.708465,0.090742,0.217036,75.837365,0.008234
10,0.076228,-0.198430,-0.104204,0.005811,0.039374,0.010858
10,-0.767334,-1.250432,0.149956,0.588801,1.563581,0.022487
10,-1.234174,-0.840054,0.197238,1.523185,0.705692,0.038903
10,-0.025480,0.654626,0.042056,0.000649,0.428536,0.001769
10,1.776301,-0.901748,-2.250145,3.155244,0.813149,5.063150
10,-0.155678,0.129594,0.062608,0.024236,0.016795,0.003920
10,0.240102,-1.334485,-0.155601,0.057649,1.780850,0.024212
10,0.007863,-0.234403,-0.004100,0.000062,0.054945,0.000017
10,-0.352570,8.930427,0.063528,0.124306,79.752524,0.004036
10,-0.479000,2.575416,0.167807,0.229441,6.632766,0.028159
10,-0.634009,-0.532821,0.089110,0.401967,0.283898,0.007941
10,0.481066,-2.022874,-0.189625,0.231424,4.092020,0.035958
10,-0.390040,3.050761,0.163835,0.152132,9.307143,0.026842
10,-0.210587,0.909958,0.082517,0.044347,0.828024,0.006809
10,-0.111355,-0.211569,0.065973,0.012400,0.044762,0.004352
10,0.413815,-0.120874,-0.186800,0.171243,0.014610,0.034894
10,-0.552609,2.833748,0.196358,0.305377,8.030129,0.038557
10,-0.259505,0.547855,0.073431,0.067343,0.300145,0.005392
10,-0.288789,1.274135,0.134853,0.083399,1.623421,0.018185
10,-0.437110,2.089093,0.196840,0.191065,4.364311,0.038746
10,-0.262209,1.925819,0.135096,0.068754,3.708780,0.018251
10,0.673083,0.102469,-0.353538,0.453040,0.010500,0.124989
10,-0.432130,2.384708,0.102155,0.186736,5.686833,0.010436
10,-0.434771,0.575036,0.305444,0.189026,0.330667,0.093296
10,-0.399709,0.402044,0.364113,0.159767,0.161640,0.132578
10,0.294887,-0.122758,-0.113281,0.086958,0.015069,0.012833
10,0.359059,-0.098007,-0.334053,0.128924,0.009605,0.111591
10,-0.516444,2.559239,0.151795,0.266715,6.549707,0.023042
10,0.085959,-0.155367,-0.391649,0.007389,0.024139,0.153389
10,6.597716,-0.498825,-16.264626,43.529863,0.248826,264.538055
10,0.053131,-1.211418,-0.028544,0.002823,1.467534,0.000815
10,-0.330860,2.680302,0.097205,0.109468,7.184021,0.009449
10,-0.406662,1.262408,0.204429,0.165374,1.593673,0.041791
10,-0.533923,0.898654,0.178796,0.285073,0.807579,0.031968
10,-0.311382,2.572910,0.105868,0.096959,6.619864,0.011208
10,0.527165,-0.915518,-0.334011,0.277903,0.838173,0.111564
10,-0.380700,13.033130,0.060504,0.144933,169.862473,0.003661
10,0.765055,-0.925271,-0.911360,0.585309,0.856127,0.830577
10,0.612087,-0.535645,-0.598700,0.374650,0.286916,0.358442
10,0.160341,-0.177019,-0.071378,0.025709,0.031336,0.005095
10,-0.024655,-0.578203,-0.288479,0.000608,0.334319,0.083220
10,-0.311056,4.494973,0.073879,0.096756,20.204779,0.005458
10,-0.520560,2.104243,0.175902,0.270983,4.427840,0.030942
10,0.004636,0.281642,0.034769,0.000021,0.079322,0.001209
10,-0.316679,-0.275703,0.174111,0.100286,0.076012,0.030315
10,-0.117481,-2.269894,0.054691,0.013802,5.152418,0.002991
10,3.568524,-0.579417,-6.675377,12.734365,0.335724,44.560656
10,-1.025407,-0.511970,0.194374,1.051460,0.262114,0.037781
10,-0.442714,0.302008,0.128006,0.195995,0.091209,0.016386
10,2.699701,-0.682449,-3.850121,7.288387,0.465736,14.823431
10,-0.065942,-0.054067,0.025432,0.004348,0.002923,0.000647
10,-0.799307,1.138207,0.244116,0.638892,1.295515,0.059593
10,-0.317435,-0.004943,0.092806,0.100765,0.000024,0.008613
10,-0.351123,7.262244,0.055318,0.123287,52.740193,0.003060
10,-0.224794,1.067496,0.038779,0.050533,1.139547,0.001504
10,0.224660,0.534729,0.025437,0.050472,0.285935,0.000647
10,0.059199,-1.051827,0.005129,0.003505,1.106341,0.000026
10,0.065855,0.391199,-0.059957,0.004337,0.153037,0.003595
10,-0.663190,0.701300,0.338766,0.439821,0.491822,0.114762
10,0.279570,-0.927908,-0.170221,0.078159,0.861014,0.028975
10,0.093477,-1.648535,-0.012635,0.008738,2.717669,0.000160
10,-0.373048,1.263580,0.367973,0.139165,1.596635,0.135404
10,0.354883,-1.011275,-0.208479,0.125942,1.022677,0.043463
10,-0.449143,-0.094557,0.177063,0.201729,0.008941,0.031351
10,-0.069121,-0.470916,-0.027876,0.004778,0.221762,0.000777
10,-0.334416,4.877665,0.061205,0.111834,23.791616,0.003746
10,-0.337991,0.169272,0.226476,0.114238,0.028653,0.051292
10,0.276399,-0.702069,-0.219006,0.076396,0.492900,0.047963
10,0.491310,-0.773867,-0.330168,0.241385,0.598870,0.109011
10,-0.221372,0.266167,0.355383,0.049006,0.070845,0.126297
10,0.111478,0.114998,-0.027821,0.012427,0.013225,0.000774
10,-0.368046,3.526845,0.081656,0.135458,12.438635,0.006668
10,-0.095639,0.504384,-0.000526,0.009147,0.254403,0.000000
10,-0.534516,0.182453,0.116948,0.285707,0.033289,0.013677
10,0.191649,-0.416347,-0.075924,0.036729,0.173345,0.005764
10,0.990417,-0.407755,-0.721455,0.980927,0.166264,0.520497
10,-0.324673,1.025685,0.103686,0.105412,1.052029,0.010751
10,0.337391,-0.913547,-0.143776,0.113833,0.834567,0.020672
10,0.544180,-0.883968,-0.480606,0.296132,0.781400,0.230982
10,0.582433,-0.591942,-0.964550,0.339228,0.350396,0.930357
10,-0.137030,0.260901,0.069649,0.018777,0.068069,0.004851
10,0.038648,0.456567,-0.081720,0.001494,0.208453,0.006678
10,0.974949,-1.473879,-0.684006,0.950526,2.172320,0.467864
10,0.145076,-0.240559,-0.048005,0.021047,0.057869,0.002304
10,-0.110525,0.388727,-0.037213,0.012216,0.151108,0.001385
10,-0.101542,0.090093,0.122631,0.010311,0.008117,0.015038
10,1.272339,-0.029242,-1.330266,1.618845,0.000855,1.769606
10,0.379099,-0.971948,-0.258689,0.143716,0.944682,0.066920
10,-0.069034,0.028848,0.001999,0.004766,0.000832,0.000004
10,-0.389290,1.717596,0.064508,0.151547,2.950137,0.004161
10,-0.081186,1.073617,-0.001367,0.006591,1.152652,0.000002
10,-0.070956,0.671763,0.194229,0.005035,0.451266,0.037725
10,-0.046632,-1.669009,0.014046,0.002175,2.785591,0.000197
10,-0.375740,3.501017,0.123719,0.141180,12.257121,0.015306
10,-0.506535,-1.616186,0.054248,0.256578,2.612058,0.002943
10,-0.524094,1.788884,0.337320,0.274674,3.200106,0.113785
10,-1.352859,-1.265447,0.305845,1.830226,1.601357,0.093541
10,1.320549,-0.587508,-1.036901,1.743849,0.345165,1.075164
10,-0.695331,6.374374,0.141810,0.483485,40.632647,0.020110
10,-0.334016,3.211280,0.141830,0.111566,10.312321,0.020116
10,-0.474901,0.553029,0.123884,0.225531,0.305841,0.015347
10,-0.355346,1.959938,0.060829,0.126271,3.841359,0.003700
10,2.094431,-0.409946,-2.563943,4.386639,0.168056,6.573803
10,-0.241390,1.808898,0.083972,0.058269,3.272114,0.007051
10,-0.474589,-0.665732,0.209814,0.225235,0.443200,0.044022
10,-0.190072,-0.400463,-0.136780,0.036127,0.160370,0.018709
10,-0.474108,1.045797,0.342750,0.224778,1.093692,0.117478
10,0.417722,-0.074441,-0.290542,0.174492,0.005542,0.084415
10,-0.581694,1.202193,0.355977,0.338368,1.445267,0.126720
10,-0.548396,-0.236233,0.151927,0.300738,0.055806,0.023082
10,-0.457833,0.590169,0.219811,0.209611,0.348299,0.048317
10,4.163912,-0.604486,-8.045799,17.338166,0.365403,64.734888
10,-0.008725,-0.132359,-0.007176,0.000076,0.017519,0.000051
10,0.087090,0.258768,-0.082874,0.007585,0.066961,0.006868
10,-0.573351,1.124069,0.360007,0.328732,1.263530,0.129605
10,0.246693,0.093573,-0.105899,0.060857,0.008756,0.011215
10,-0.556371,7.801410,0.171320,0.309549,60.862003,0.029350
10,2.283673,-0.782677,-3.357273,5.215163,0.612583,11.271280
10,-0.378575,5.170556,0.070559,0.143319,26.734651,0.004979
10,4.944592,-0.450517,-9.706375,24.448993,0.202966,94.213711
10,-0.365126,4.960865,0.048360,0.133317,24.610180,0.002339
10,0.078190,-0.096350,-0.065085,0.006114,0.009283,0.004236
10,1.271512,-0.468918,-1.078370,1.616744,0.219884,1.162883
10,-0.507975,3.015909,0.106722,0.258038,9.095708,0.011390
10,-0.236580,1.497564,0.043624,0.055970,2.242697,0.001903
10,-0.247450,2.391955,0.034536,0.061232,5.721449,0.001193
10,-0.364062,0.011173,0.097578,0.132541,0.000125,0.009521
10,0.194888,-1.836874,-0.055784,0.037981,3.374108,0.003112
10,-0.149666,-0.160467,-0.088629,0.022400,0.025750,0.007855
10,-0.457011,1.684900,0.147620,0.208859,2.838888,0.021792
10,-0.322580,1.053459,0.079214,0.104058,1.109776,0.006275
10,0.171986,-0.658631,-0.131730,0.029579,0.433795,0.017353
10,-0.247094,-0.151878,0.003070,0.061056,0.023067,0.000009
10,-0.563218,1.048837,0.132893,0.317214,1.100060,0.017661
10,0.944755,-0.452769,-0.534190,0.892562,0.204999,0.285359
10,-0.543019,0.174645,0.346653,0.294870,0.030501,0.120168
10,-0.494590,3.858242,0.102038,0.244620,14.886028,0.010412
10,0.846701,-0.540949,-0.444075,0.716903,0.292625,0.197202
10,-0.243936,-0.534293,0.054691,0.059505,0.285469,0.002991
10,0.027982,0.213938,-0.016768,0.000783,0.045769,0.000281
10,0.832507,-0.514921,-0.845576,0.693069,0.265143,0.714998
10,-0.366963,2.021321,0.073854,0.134662,4.085737,0.005454
10,-0.235007,-0.432892,-0.046673,0.055228,0.187395,0.002178
10,0.329653,-0.024368,-0.350560,0.108671,0.000594,0.122892
10,-0.352788,-0.129901,0.068875,0.124459,0.016874,0.004744
10,0.364639,-0.816390,-0.187954,0.132962,0.666493,0.035327
10,-0.559895,0.348563,0.290747,0.313482,0.121496,0.084534
10,-0.617606,4.529460,0.143929,0.381437,20.516011,0.020716
10,1.077258,-1.714632,-0.831666,1.160485,2.939964,0.691668
10,1.203577,-0.862115,-1.506663,1.448597,0.743242,2.270034
10,-0.652891,2.029171,0.218179,0.426267,4.117536,0.047602
10,1.049895,-0.823628,-0.697178,1.102279,0.678363,0.486057
10,-0.590305,3.093810,0.289900,0.348459,9.571662,0.084042
10,0.839343,-0.868633,-0.527618,0.704497,0.754523,0.278380
10,-0.544337,0.661959,0.362178,0.296303,0.438190,0.131173
10,-0.193388,-0.056973,0.051215,0.037399,0.003246,0.002623
10,0.487855,0.232279,-0.087104,0.238002,0.053953,0.007587
10,1.863305,-0.569824,-2.117691,3.471905,0.324700,4.484617
10,0.093799,-0.569324,-0.207866,0.008798,0.324129,0.043208
10,3.133339,-0.458378,-5.020212,9.817811,0.210110,25.202531
10,-0.439707,3.940544,0.096492,0.193342,15.527890,0.009311
10,-0.485773,0.618845,0.177269,0.235976,0.382969,0.031424
10,1.139712,-0.558948,-0.821866,1.298943,0.312423,0.675464
10,-0.348946,2.157013,0.080222,0.121764,4.652706,0.006436
10,0.733900,-0.302251,-0.452505,0.538610,0.091356,0.204761
10,-0.785137,2.115340,0.343464,0.616440,4.474662,0.117968
10,0.742993,-1.130470,-0.418227,0.552039,1.277962,0.174913
10,-0.148737,-0.278999,0.033175,0.022123,0.077841,0.001101
10,1.525921,-1.201587,-1.242099,2.328434,1.443813,1.542810
10,-0.599695,2.375801,0.188807,0.359634,5.644430,0.035648
10,-0.711038,3.304150,0.117440,0.505575,10.917409,0.013792
10,-0.532624,4.545355,0.135643,0.283689,20.660251,0.018399
10,0.294445,-0.479175,-0.524372,0.086698,0.229609,0.274966
10,-0.745346,3.310467,0.290975,0.555541,10.959190,0.084666
10,-0.197125,0.790260,0.042788,0.038858,0.624510,0.001831
10,-0.771158,-0.617918,0.246986,0.594684,0.381823,0.061002
10,0.784529,-0.007966,-0.779821,0.615486,0.000063,0.608120
10,-0.187728,-1.127821,-0.053091,0.035242,1.271981,0.002819
10,-0.224069,0.640529,0.045807,0.050207,0.410277,0.002098
10,-0.307845,-0.674227,0.112641,0.094769,0.454583,0.012688
10,0.647386,-0.440662,-0.601502,0.419108,0.194183,0.361804
10,0.459206,0.282264,-0.131744,0.210870,0.079673,0.017356
10,-0.781639,-0.461763,0.282510,0.610960,0.213226,0.079812
10,-0.513820,1.051429,0.190046,0.264011,1.105504,0.036118
10,-1.327005,-0.898357,0.199379,1.760943,0.807045,0.039752
10,-0.397637,1.800256,0.158978,0.158115,3.240923,0.025274
10,0.243397,-0.453188,-0.169006,0.059242,0.205379,0.028563
10,0.436886,-1.363139,-0.251607,0.190869,1.858148,0.063306
10,0.372440,-0.580618,-0.184686,0.138711,0.337118,0.034109
10,0.528692,0.069376,-0.315545,0.279515,0.004813,0.099569
10,4.745886,-0.537010,-9.697993,22.523435,0.288380,94.051067
10,-0.167366,0.447595,0.394186,0.028011,0.200342,0.155382
10,-0.888746,-0.994621,0.148870,0.789870,0.989272,0.022162
10,-0.300910,0.878791,0.160331,0.090547,0.772274,0.025706
10,-0.470075,1.602015,0.196885,0.220971,2.566451,0.038764
10,-0.546222,1.020530,0.046920,0.298359,1.041481,0.002202
10,-0.150881,-0.749259,-0.043997,0.022765,0.561389,0.001936
10,0.149095,0.015183,-0.039290,0.022229,0.000231,0.001544
10,0.305332,0.185197,-0.185470,0.093227,0.034298,0.034399
10,8.475583,-0.508433,-25.795159,71.835515,0.258504,665.390235
10,-0.453491,2.820377,0.129851,0.205654,7.954524,0.016861
10,-0.126694,0.763528,0.062745,0.016051,0.582975,0.003937
10,-0.487145,0.605848,0.402225,0.237310,0.367052,0.161785
10,-0.121030,-0.152959,0.075554,0.014648,0.023396,0.005708
10,-0.461369,1.793984,0.089674,0.212862,3.218377,0.008041
10,-0.402442,0.162147,0.109152,0.161959,0.026292,0.011914
10,0.013692,0.137089,-0.021466,0.000187,0.018793,0.000461
10,0.624179,-0.527528,-0.307515,0.389600,0.278286,0.094565
10,0.811668,-1.155058,-0.503429,0.658805,1.334160,0.253440
10,-0.664727,-1.274453,0.103176,0.441862,1.624230,0.010645
10,0.205929,-0.583714,-0.309305,0.042407,0.340723,0.095670
10,-0.195991,0.865143,0.103916,0.038412,0.748473,0.010799
10,-0.379071,2.080535,0.219586,0.143695,4.328626,0.048218
10,-0.869419,4.617270,0.361039,0.755889,21.319181,0.130349
10,0.011444,-0.053344,-0.020419,0.000131,0.002846,0.000417
10,-0.129304,-0.093838,0.018439,0.016719,0.008806,0.000340
10,0.283916,-0.936405,-0.131707,0.080608,0.876855,0.017347
10,0.438000,-1.089619,-0.184205,0.191844,1.187269,0.033932
10,0.467913,-0.162564,-0.441738,0.218943,0.026427,0.195132
10,-0.729743,-0.886643,0.096986,0.532525,0.786135,0.009406
10,-0.540872,2.629774,0.197494,0.292543,6.915711,0.039004
10,-0.952259,3.527021,0.245458,0.906798,12.439879,0.060250
10,-0.012554,0.058829,0.102473,0.000158,0.003461,0.010501
10,0.701951,-0.706843,-0.387460,0.492735,0.499627,0.150125
10,5.174122,-0.752741,-10.489504,26.771535,0.566619,110.029694
10,-0.793803,0.875245,0.503216,0.630123,0.766054,0.253226
10,2.029530,-0.153699,-2.596978,4.118992,0.023623,6.744293
10,-0.890222,0.431083,0.346099,0.792496,0.185833,0.119785
10,-0.552779,1.315079,0.057995,0.305565,1.729432,0.003363
10,-0.299058,3.726416,0.100013,0.089436,13.886173,0.010003
10,-0.619176,1.599843,0.639718,0.383379,2.559498,0.409239
10,-0.667476,-0.784579,0.320926,0.445524,0.615565,0.102993
10,-0.551542,1.538534,0.204198,0.304199,2.367086,0.041697
10,0.201697,-0.805294,-0.129134,0.040682,0.648498,0.016676
10,-0.637996,1.576789,0.337248,0.407039,2.486263,0.113736
10,-0.201796,-0.432864,0.004963,0.040722,0.187371,0.000025
10,-0.560532,-1.295619,0.079687,0.314197,1.678628,0.006350
10,1.666205,-0.705556,-1.590743,2.776239,0.497809,2.530464
10,-0.186757,0.311551,0.148763,0.034878,0.097064,0.022130
10,-0.036488,0.324805,0.016384,0.001331,0.105498,0.000268
10,-0.336562,1.812804,0.069882,0.113274,3.286260,0.004883
10,-0.388191,0.105749,0.127717,0.150692,0.011183,0.016312
10,-0.200235,-0.298471,0.075039,0.040094,0.089085,0.005631
10,-0.235673,0.386299,-0.016038,0.055542,0.149227,0.000257
10,-0.682723,0.227360,0.488074,0.466110,0.051692,0.238216
10,0.845168,-0.883949,-0.504868,0.714308,0.781367,0.254891
10,-0.399397,0.348428,0.371438,0.159518,0.121402,0.137966
10,-0.457838,1.326001,0.356535,0.209616,1.758279,0.127117
10,-0.381587,0.555207,0.389240,0.145609,0.308255,0.151508
10,1.274429,-0.856082,-1.254458,1.624169,0.732877,1.573664
10,0.981477,-1.056524,-0.642606,0.963298,1.116244,0.412943
10,-0.743527,5.829005,0.272198,0.552833,33.977301,0.074092
10,-0.055014,-0.731193,0.034112,0.003027,0.534643,0.001164
10,-0.651852,5.809539,0.217312,0.424912,33.750740,0.047224
10,-1.306497,-1.216059,0.478394,1.706935,1.478799,0.228861
10,-0.274726,0.866174,0.296438,0.075474,0.750258,0.087876
10,1.859293,-0.499663,-2.711936,3.456969,0.249663,7.354598
10,-0.032098,-0.462394,-0.054412,0.001030,0.213808,0.002961
10,0.073705,0.379518,-0.127359,0.005432,0.144034,0.016220
10,-0.633039,5.253671,0.149720,0.400739,27.601059,0.022416
10,-0.351720,0.652847,0.085396,0.123707,0.426209,0.007292
10,-0.315751,1.493838,0.102136,0.099699,2.231552,0.010432
10,1.708589,-0.381033,-2.370767,2.919276,0.145186,5.620538
10,-0.198451,-0.299162,0.088755,0.039383,0.089498,0.007878
10,0.234410,-1.441391,-0.088846,0.054948,2.077609,0.007894
10,0.820066,-0.068086,-0.998334,0.672509,0.004636,0.996671
10,0.053455,-0.712287,-0.033267,0.002857,0.507353,0.001107
10,-0.401101,2.109069,0.036388,0.160882,4.448170,0.001324
10,-0.338883,-0.318085,0.126789,0.114842,0.101178,0.016075
10,-0.637865,-0.651779,0.079439,0.406871,0.424816,0.006311
10,-0.655257,-0.716527,0.118557,0.429362,0.513411,0.014056
10,0.078514,0.373425,-0.058885,0.006165,0.139446,0.003467
10,2.377309,-0.763447,-3.700261,5.651599,0.582851,13.691931
10,-0.166924,0.565579,0.137580,0.027864,0.319879,0.018928
10,0.071358,-0.977932,-0.041459,0.005092,0.956351,0.001719
10,-0.274836,1.573589,0.134019,0.075535,2.476183,0.017961
10,-0.892509,-1.441748,0.165740,0.796572,2.078637,0.027470
10,1.874691,-0.515507,-2.390805,3.514466,0.265748,5.715949
10,-0.140237,0.178355,0.122715,0.019666,0.031811,0.015059
10,2.447924,-0.492346,-3.607630,5.992333,0.242405,13.014995
10,-1.028635,-0.797993,0.352018,1.058089,0.636793,0.123917
10,11.274130,-0.525268,-41.884678,127.106005,0.275906,1754.326256
10,0.272146,-1.681617,-0.113798,0.074064,2.827837,0.012950
10,-0.890717,0.941378,0.219995,0.793377,0.886193,0.048398
10,0.059942,0.860454,-0.044529,0.003593,0.740381,0.001983
10,-0.817914,-0.927286,0.133499,0.668983,0.859859,0.017822
10,-0.896354,-0.922933,0.098253,0.803451,0.851805,0.009654
10,-0.316939,4.303030,0.080011,0.100450,18.516068,0.006402
10,1.878716,-1.296264,-1.945683,3.529575,1.680299,3.785682
10,-0.201514,0.464648,0.121793,0.040608,0.215897,0.014834
10,-0.850250,1.017357,0.373476,0.722924,1.035015,0.139484
10,-0.114019,0.305877,0.035803,0.013000,0.093561,0.001282
10,-0.810145,0.009064,0.240491,0.656335,0.000082,0.057836
10,0.600074,0.010237,-0.583497,0.360089,0.000105,0.340469
10,-0.858621,0.980397,0.626267,0.737230,0.961179,0.392210
10,-0.211610,1.119469,0.029412,0.044779,1.253210,0.000865
10,0.829824,-0.410249,-1.009909,0.688609,0.168304,1.019916
10,-0.077204,0.453362,0.074812,0.005960,0.205537,0.005597
10,0.503022,-0.229377,-0.418717,0.253031,0.052614,0.175324
10,-0.084393,0.146011,0.164828,0.007122,0.021319,0.027168
10,0.582892,-0.705827,-0.457855,0.339763,0.498192,0.209632
10,0.605289,0.042549,-0.599373,0.366375,0.001810,0.359248
10,-0.584633,2.415195,0.094968,0.341796,5.833166,0.009019
10,0.656165,-0.198416,-0.567092,0.430552,0.039369,0.321594
10,-0.695969,0.554890,-0.083852,0.484373,0.307903,0.007031
10,-0.328613,0.904116,0.128114,0.107987,0.817426,0.016413
10,-0.158198,0.081960,0.040193,0.025027,0.006717,0.001615
10,-0.033241,0.049439,0.024447,0.001105,0.002444,0.000598
10,0.009306,-0.317424,-0.138239,0.000087,0.100758,0.019110
10,-0.343658,-0.079795,0.010435,0.118101,0.006367,0.000109
10,3.605935,-0.578080,-6.074505,13.002768,0.334176,36.899606
10,-0.437446,1.278582,0.303247,0.191359,1.634772,0.091959
10,-0.332464,0.670380,0.208652,0.110532,0.449409,0.043536
10,0.056558,0.365604,-0.016102,0.003199,0.133667,0.000259
10,-1.881781,-0.718516,0.547868,3.541101,0.516265,0.300159
10,0.908244,-0.304169,-0.773323,0.824907,0.092518,0.598029
40,-0.413170,1.858360,0.147106,0.170709,3.453504,0.021640
40,-0.093628,0.135721,0.037023,0.008766,0.018420,0.001371
40,-0.719839,1.999085,0.242473,0.518169,3.996340,0.058793
40,-0.058823,0.385774,0.003130,0.003460,0.148821,0.000010
40,0.721454,-0.400676,-0.617995,0.520496,0.160541,0.381917
40,1.976061,-0.526894,-2.116243,3.904818,0.277617,4.478484
40,0.160956,-0.158324,-0.041547,0.025907,0.025066,0.001726
40,-0.936049,2.285694,0.371371,0.876188,5.224395,0.137916
40,-0.100991,-0.154367,0.017301,0.010199,0.023829,0.000299
40,0.693315,-0.269261,-0.484762,0.480686,0.072502,0.234994
40,-0.596190,1.162595,0.305988,0.355443,1.351627,0.093629
40,-0.746353,3.587862,0.297648,0.557043,12.872750,0.088595
40,-0.507588,1.992997,0.165087,0.257645,3.972035,0.027254
40,-0.440222,0.571579,0.340517,0.193796,0.326702,0.115952
40,-0.489784,0.867761,0.249789,0.239888,0.753009,0.062395
40,-0.549486,0.551646,0.212072,0.301935,0.304313,0.044975
40,-0.139081,0.448740,0.037946,0.019343,0.201367,0.001440
40,-0.386621,1.152185,0.098665,0.149476,1.327529,0.009735
40,-0.330611,-0.188946,0.134683,0.109304,0.035701,0.018140
